Fin_year,Stop_ID,Stop_name,Stop_lat,Stop_long,Pax_annual,Pax_weekday,Pax_norm_weekday,Pax_sch_hol_weekday,Pax_Saturday,Pax_Sunday,Pax_pre_AM_peak,Pax_AM_peak,Pax_interpeak,Pax_PM_peak,Pax_PM_late
FY21-22,19827,Stony Point,-38.37423454,145.2218375,3600,50,50,50,50,50,50,50,50,50,50
FY21-22,19828,Crib Point,-38.36612338,145.2040433,6700,50,50,50,50,50,50,50,50,50,50
FY21-22,19829,Morradoo,-38.35403334,145.1896025,2300,50,50,50,50,50,50,50,50,50,50
FY21-22,19830,Bittern,-38.33739032,145.1780265,4600,50,50,50,50,50,50,50,50,50,50
FY21-22,19831,Hastings,-38.30565853,145.1859799,8300,50,50,50,50,50,50,50,50,50,50
FY21-22,19832,Tyabb,-38.259815,145.1864007,2350,50,50,50,50,50,50,50,50,50,50
FY21-22,19833,Somerville,-38.22534196,145.1762449,4500,50,50,50,50,50,50,50,50,50,50
FY21-22,19834,Baxter,-38.19404306,145.1605261,1500,50,50,50,50,50,50,50,50,50,50
FY21-22,19835,Glen Iris,-37.85930842,145.0582249,148050,450,500,350,300,200,50,200,100,150,50
FY21-22,19836,Leawarra,-38.152034,145.139534,4150,50,50,50,50,50,50,50,50,50,50
FY21-22,19837,Darling,-37.86895684,145.0629508,135200,400,450,350,300,200,50,250,100,100,50
FY21-22,19838,East Malvern,-37.87693002,145.069393,176600,500,500,450,500,400,50,250,100,100,50
FY21-22,19839,Holmesglen,-37.87440222,145.090662,216150,650,700,550,550,400,50,250,150,200,50
FY21-22,19840,Jordanville,-37.87360339,145.1120902,191000,600,650,500,400,300,50,300,150,100,50
FY21-22,19844,Belgrave,-37.9091021,145.3552913,152800,450,500,400,350,250,50,150,100,150,50
FY21-22,19845,Tecoma,-37.90811849,145.3429946,32600,100,100,100,50,50,50,50,50,50,50
FY21-22,19846,Upwey,-37.90369097,145.3313334,69600,200,250,150,150,100,50,100,50,50,50
FY21-22,19847,Alamein,-37.86832039,145.0796557,54200,150,200,150,100,100,50,100,50,50,50
FY21-22,19848,Ashburton,-37.86196753,145.0813438,109450,350,400,300,200,150,50,200,100,50,50
FY21-22,19849,Burwood,-37.85156328,145.0805111,116850,400,400,300,200,150,50,250,100,50,50
FY21-22,19850,Hartwell,-37.84398457,145.0755596,75500,250,250,200,150,100,50,150,50,50,50
FY21-22,19851,Willison,-37.83571565,145.0702976,35750,100,150,100,50,50,50,50,50,50,50
FY21-22,19852,Riversdale,-37.83150543,145.069646,85550,300,350,150,100,50,50,150,50,150,50
FY21-22,19853,Camberwell,-37.82656714,145.0586972,789300,2400,2550,2050,1750,1500,100,700,600,1000,200
FY21-22,19855,Frankston,-38.14299007,145.1261623,692750,2050,2000,2200,1750,1300,300,550,600,450,100
FY21-22,19856,Kananook,-38.12174203,145.1352953,93400,300,300,300,150,100,50,100,100,50,50
FY21-22,19857,Seaford,-38.10402104,145.1282304,162550,500,500,500,350,250,100,200,100,50,50
FY21-22,19858,Carrum,-38.07489292,145.1224183,182150,550,550,500,400,300,100,250,150,100,50
FY21-22,19859,Bonbeach,-38.06294478,145.1196804,67050,200,200,200,150,100,50,100,50,50,50
FY21-22,19860,Chelsea,-38.05195538,145.1160413,161650,500,500,500,400,250,50,200,150,100,50
FY21-22,19861,Edithvale,-38.03805602,145.1085355,101050,300,300,300,250,150,50,150,50,50,50
FY21-22,19862,Aspendale,-38.02722019,145.1021496,88300,300,300,250,200,150,50,150,50,50,50
FY21-22,19863,Mordialloc,-38.00658295,145.0876594,284900,900,900,750,650,450,100,400,200,200,50
FY21-22,19864,Parkdale,-37.99307882,145.0763268,179650,550,600,500,400,250,50,200,150,150,50
FY21-22,19865,Mentone,-37.9818654,145.0651659,424350,1400,1550,950,750,500,50,350,350,700,50
FY21-22,19866,Cheltenham,-37.96664989,145.0545579,319800,1000,1050,900,650,450,100,450,250,250,50
FY21-22,19867,Upper Ferntree Gully,-37.8926717,145.3075302,103250,300,350,300,200,150,50,150,50,50,50
FY21-22,19868,Ferntree Gully,-37.88169799,145.2952513,188800,600,650,550,350,250,100,300,150,100,50
FY21-22,19869,Boronia,-37.8604518,145.2843851,269450,850,900,750,500,350,100,400,200,150,50
FY21-22,19870,Bayswater,-37.84173004,145.2681364,263750,850,900,750,500,350,100,350,200,200,50
FY21-22,19871,Heathmont,-37.82832227,145.2445554,105300,350,350,250,200,150,50,150,50,100,50
FY21-22,19872,Highett,-37.948425,145.0418718,212700,650,700,600,500,300,50,300,150,150,50
FY21-22,19873,Glen Waverley,-37.87950407,145.1620575,705400,2100,2150,1900,1800,1350,150,850,500,450,150
FY21-22,19874,Syndal,-37.87622963,145.1497805,333650,1050,1100,900,700,500,100,550,200,200,50
FY21-22,19875,Mount Waverley,-37.87525526,145.1280557,338200,1050,1150,800,750,550,50,450,250,350,50
FY21-22,19876,Lilydale,-37.75551777,145.3477102,236150,700,700,700,550,400,100,250,200,150,50
FY21-22,19877,Mooroolbark,-37.78474883,145.3124024,213050,650,650,650,450,300,100,300,150,100,50
FY21-22,19878,Croydon,-37.79543697,145.2805978,327150,1050,1100,950,650,400,150,500,250,200,50
FY21-22,19879,Ringwood East,-37.81196804,145.2501909,133050,450,450,350,200,150,50,200,100,100,50
FY21-22,19880,Pakenham,-38.08061397,145.4863791,270350,850,900,700,550,400,200,250,250,200,50
FY21-22,19881,Officer,-38.06614572,145.4109872,64850,250,250,150,100,50,50,100,50,50,50
FY21-22,19882,Beaconsfield,-38.05083135,145.3660737,119350,400,450,250,150,100,100,200,100,100,50
FY21-22,19883,Berwick,-38.04040829,145.3457261,325600,1100,1200,750,500,350,200,400,300,300,50
FY21-22,19884,Narre Warren,-38.02780932,145.3039694,318150,1050,1100,850,550,400,200,400,250,200,50
FY21-22,19885,Hallam,-38.01774038,145.2697768,118900,400,400,350,150,150,50,150,100,100,50
FY21-22,19886,Cranbourne,-38.09953731,145.280599,462300,1500,1600,1150,850,600,400,600,350,200,50
FY21-22,19887,Merinda Park,-38.07900048,145.2635114,183900,600,650,400,300,200,150,300,150,50,50
FY21-22,19888,Dandenong,-37.98996792,145.2097254,1234650,3950,4200,3050,2450,1850,300,950,1050,1600,250
FY21-22,19889,Yarraman,-37.97825454,145.1916003,140000,450,500,350,250,200,50,150,150,100,50
FY21-22,19890,Noble Park,-37.96723193,145.1769357,556700,1750,1900,1350,1100,850,250,600,500,500,100
FY21-22,19891,Sandown Park,-37.95650457,145.1628259,189600,600,650,450,350,300,50,300,150,100,50
FY21-22,19892,East Camberwell,-37.82589419,145.0681902,104900,350,400,200,150,100,50,100,100,200,50
FY21-22,19893,Canterbury,-37.82448518,145.0812242,145650,450,500,350,300,250,50,200,100,150,50
FY21-22,19894,Chatham,-37.82429952,145.0886479,95650,300,300,250,200,150,50,150,50,100,50
FY21-22,19895,Surrey Hills,-37.82414805,145.0987747,241750,800,800,700,500,350,50,400,150,150,50
FY21-22,19896,Mont Albert,-37.81942655,145.1055304,98450,300,300,250,250,150,50,150,100,50,50
FY21-22,19897,Laburnum,-37.82078023,145.1407027,167650,550,600,400,350,250,50,250,150,150,50
FY21-22,19898,Blackburn,-37.82007075,145.1500135,607450,1950,2050,1550,1200,900,150,850,450,550,100
FY21-22,19899,Nunawading,-37.82060317,145.1748917,421250,1350,1400,1150,850,600,100,550,300,350,50
FY21-22,19900,Mitcham,-37.81800987,145.1919735,511650,1650,1750,1400,1000,700,150,800,350,350,50
FY21-22,19901,Heatherdale,-37.81889537,145.2127872,224400,750,800,600,350,250,100,450,100,100,50
FY21-22,19902,Ringwood,-37.81588648,145.2289685,1080200,3200,3250,3050,2900,2050,200,850,850,1100,200
FY21-22,19903,Auburn,-37.82239831,145.0458437,331450,1050,1100,850,750,550,50,400,250,300,50
FY21-22,19904,Glenferrie,-37.82146682,145.0364388,1068450,3600,3950,2450,1650,1200,50,550,1150,1850,350
FY21-22,19905,Hawthorn,-37.82182601,145.0228987,285900,950,1000,700,550,400,50,300,200,400,50
FY21-22,19906,Burnley,-37.82756022,145.0075551,455750,1250,1200,1400,1700,1050,50,350,250,450,100
FY21-22,19907,East Richmond,-37.82639995,144.9970657,251800,850,900,700,400,250,50,150,150,550,50
FY21-22,19909,Heyington,-37.83467244,145.0226353,120750,450,500,150,100,100,50,100,100,300,50
FY21-22,19910,Kooyong,-37.83992894,145.0335516,132800,400,450,300,250,200,50,150,100,200,50
FY21-22,19911,Tooronga,-37.84936553,145.0417337,228050,750,750,600,450,350,50,300,150,250,50
FY21-22,19912,Gardiner,-37.85327908,145.0516547,198550,600,600,500,500,400,50,250,100,150,50
FY21-22,19913,Springvale,-37.94950878,145.1534518,750700,2300,2400,1850,1700,1300,200,600,700,750,150
FY21-22,19914,Westall,-37.93849121,145.1388326,474400,1500,1500,1650,950,750,150,450,350,450,100
FY21-22,19915,Clayton,-37.92468255,145.1205344,853500,2700,2750,2500,1800,1300,200,700,700,900,200
FY21-22,19916,Huntingdale,-37.91101734,145.1023643,666850,2350,2600,1550,750,500,100,550,600,1150,200
FY21-22,19917,Oakleigh,-37.90037214,145.0883079,836350,2650,2750,2300,1750,1250,150,650,700,1050,200
FY21-22,19918,Hughesdale,-37.89488129,145.0776351,276350,850,900,750,600,400,50,350,200,250,50
FY21-22,19919,Murrumbeena,-37.89019832,145.0673749,351600,1150,1200,950,700,500,100,500,250,250,50
FY21-22,19920,Carnegie,-37.88624148,145.0585751,510850,1600,1650,1400,1150,800,100,650,400,400,100
FY21-22,19921,Werribee,-37.89937805,144.661118,532750,1700,1800,1500,1050,750,350,700,450,250,50
FY21-22,19922,Hoppers Crossing,-37.88327618,144.7009549,436400,1450,1550,1200,750,550,250,550,350,350,50
FY21-22,19923,Laverton,-37.86369404,144.7726167,552750,1800,1900,1550,950,700,250,800,450,350,50
FY21-22,19924,Aircraft,-37.86660595,144.7608094,73150,250,250,200,150,100,50,100,50,50,50
FY21-22,19925,Westona,-37.86516348,144.8134936,137950,450,500,300,250,150,50,150,100,200,50
FY21-22,19926,Altona,-37.8671476,144.8296447,144800,450,450,400,400,300,50,150,150,100,50
FY21-22,19927,Seaholme,-37.86784231,144.8409577,49550,150,150,150,150,100,50,50,50,50,50
FY21-22,19928,Westgarth,-37.7806207,144.9992332,124700,400,400,300,300,200,50,200,100,100,50
FY21-22,19929,Dennis,-37.77918729,145.0082416,140800,450,500,350,300,200,50,250,100,100,50
FY21-22,19930,Fairfield,-37.77917126,145.0169053,262300,800,850,650,600,450,50,350,200,200,50
FY21-22,19931,Alphington,-37.77839363,145.0312549,129950,400,450,300,300,200,50,200,100,100,50
FY21-22,19932,Darebin,-37.77496341,145.038476,60500,200,200,100,100,100,50,50,50,100,50
FY21-22,19933,Ivanhoe,-37.76889674,145.0454252,319750,1050,1100,800,650,450,50,450,200,300,50
FY21-22,19934,Eaglemont,-37.76358553,145.0539427,58550,200,200,150,150,100,50,100,50,50,50
FY21-22,19935,Heidelberg,-37.75707293,145.0606855,384400,1250,1350,950,700,500,50,300,300,650,100
FY21-22,19936,Rosanna,-37.7428786,145.0661403,293550,950,1000,750,600,400,100,500,200,150,50
FY21-22,19937,Moorabbin,-37.93435329,145.0367383,322300,950,1000,800,850,650,50,250,250,350,50
FY21-22,19938,Patterson,-37.92514919,145.03547,144800,450,500,350,300,200,50,200,100,150,50
FY21-22,19939,Bentleigh,-37.91742457,145.0369951,344350,1050,1050,950,900,650,50,350,300,250,50
FY21-22,19940,Mckinnon,-37.91030903,145.038299,196050,600,600,500,450,350,50,250,150,150,50
FY21-22,19941,Ormond,-37.90321167,145.0396134,288800,900,950,750,700,450,50,350,250,250,50
FY21-22,19942,Glenhuntly,-37.88971946,145.0422229,342700,1050,1050,900,850,600,50,350,300,250,50
FY21-22,19943,Caulfield,-37.87745946,145.0425248,1874050,5500,5700,4600,5400,3700,200,1350,1450,2050,650
FY21-22,19944,Malvern,-37.8662533,145.0292939,371100,1200,1250,950,750,550,50,300,300,500,100
FY21-22,19945,Armadale,-37.85645238,145.0193255,244650,800,850,600,500,350,50,250,200,300,50
FY21-22,19946,Toorak,-37.85077381,145.0139086,224850,750,800,500,450,300,50,250,200,300,50
FY21-22,19947,Hawksburn,-37.84459087,145.0021421,231600,750,750,600,550,350,50,300,200,200,50
FY21-22,19948,Sandringham,-37.95033018,145.0045614,423250,1200,1250,1150,1200,900,100,500,300,300,50
FY21-22,19949,Hampton,-37.93797681,145.0014706,269050,800,850,750,700,500,50,350,200,200,50
FY21-22,19950,Brighton Beach,-37.92648432,144.9891536,186400,500,500,500,550,450,50,200,150,100,50
FY21-22,19951,Middle Brighton,-37.91513441,144.9962991,292700,900,900,800,750,550,50,250,250,300,50
FY21-22,19952,North Brighton,-37.90488721,145.002605,291000,900,900,800,700,500,50,350,250,250,50
FY21-22,19953,Gardenvale,-37.89669508,145.0041684,217150,650,700,550,500,350,50,250,150,200,50
FY21-22,19954,Elsternwick,-37.88475311,145.0008979,438400,1350,1400,1250,1050,750,50,550,300,350,100
FY21-22,19955,Ripponlea,-37.87590643,144.9952366,276600,850,900,750,600,450,50,400,200,250,50
FY21-22,19956,Balaclava,-37.86948773,144.9935121,468900,1450,1450,1350,1100,800,100,550,350,400,100
FY21-22,19957,Windsor,-37.85605308,144.9920352,375950,1150,1200,1000,900,550,50,350,250,450,150
FY21-22,19958,Prahran,-37.84951848,144.9898599,571600,1800,1900,1600,1300,800,50,400,400,850,150
FY21-22,19959,South Yarra,-37.83844935,144.9923422,1997050,6350,6700,5050,4300,3000,200,1400,1600,2850,600
FY21-22,19960,Upfield,-37.66607779,144.9467399,185850,600,650,500,350,250,50,150,150,200,50
FY21-22,19961,Gowrie,-37.700678,144.9588743,153350,500,500,450,350,250,50,200,100,100,50
FY21-22,19962,Fawkner,-37.71462129,144.960545,86400,250,300,250,200,150,50,100,50,50,50
FY21-22,19963,Merlynston,-37.72093389,144.9613135,154400,500,500,450,350,250,50,250,100,100,50
FY21-22,19964,Batman,-37.73352285,144.9628406,142200,450,450,400,300,250,50,150,100,100,50
FY21-22,19965,Coburg,-37.74234502,144.9633363,272750,850,850,750,700,450,50,300,250,200,50
FY21-22,19966,Moreland,-37.75448484,144.961823,266400,800,850,650,700,450,50,250,200,250,50
FY21-22,19967,Anstey,-37.76124203,144.960684,187400,550,600,500,500,300,50,250,150,150,50
FY21-22,19968,Brunswick,-37.76772055,144.9595865,167400,500,500,450,450,300,50,150,100,200,50
FY21-22,19969,Jewell,-37.77498702,144.9587169,178100,550,550,450,450,300,50,150,150,200,50
FY21-22,19970,Royal Park,-37.78119293,144.9523013,156050,450,450,550,350,300,50,50,150,200,50
FY21-22,19971,Flemington Bridge,-37.78813995,144.9393233,123200,400,400,350,300,200,50,100,100,100,50
FY21-22,19972,Macaulay,-37.79426673,144.9361663,126350,400,400,350,250,200,50,50,100,200,50
FY21-22,19974,Clifton Hill,-37.78865745,144.9954167,454200,1300,1350,1100,1350,950,50,500,300,400,100
FY21-22,19975,Victoria Park,-37.79915782,144.9944514,317800,950,1000,800,800,550,50,250,200,450,100
FY21-22,19976,Collingwood,-37.80452593,144.9937497,248400,800,850,650,500,300,50,150,150,450,50
FY21-22,19977,North Richmond,-37.81039836,144.9925003,351250,1100,1150,950,800,550,50,200,250,550,100
FY21-22,19978,West Richmond,-37.81494896,144.9914228,271450,900,950,750,500,300,50,150,200,500,100
FY21-22,19983,Macleod,-37.7260123,145.0691433,239150,800,850,550,500,350,100,350,200,200,50
FY21-22,19984,Watsonia,-37.71095798,145.0837934,303800,950,1050,750,650,450,150,500,200,150,50
FY21-22,19985,Greensborough,-37.70395408,145.1082474,266050,850,850,700,600,400,100,350,200,200,50
FY21-22,19986,Montmorency,-37.71529624,145.1215157,117950,400,400,300,250,150,50,200,100,50,50
FY21-22,19987,Eltham,-37.71354967,145.147822,250100,800,850,600,550,350,100,350,150,200,50
FY21-22,19988,Diamond Creek,-37.67329744,145.1585062,83600,250,300,200,200,150,50,150,50,50,50
FY21-22,19989,Wattle Glen,-37.66396792,145.1816145,17550,50,50,50,50,50,50,50,50,50,50
FY21-22,19990,Hurstbridge,-37.63939817,145.1920169,57050,200,200,150,150,100,50,100,50,50,50
FY21-22,19991,Williamstown,-37.86775292,144.9053233,60150,150,150,200,200,100,50,50,50,50,50
FY21-22,19992,Williamstown Beach,-37.86398189,144.8944837,69250,200,200,200,150,100,50,50,50,50,50
FY21-22,19993,North Williamstown,-37.85733348,144.8890695,98800,300,300,300,200,150,50,150,100,100,50
FY21-22,19994,Newport,-37.84271757,144.8835999,721500,2300,2400,1850,1550,1050,150,1100,500,550,150
FY21-22,19995,Spotswood,-37.83063888,144.8859335,170900,500,500,450,500,350,50,200,100,150,50
FY21-22,19996,Yarraville,-37.81585044,144.8899337,442450,1350,1400,1200,1000,750,100,650,300,300,100
FY21-22,19997,Seddon,-37.80900514,144.8956716,203150,650,650,550,450,300,50,300,150,150,50
FY21-22,15351,Sunbury,-37.57909097,144.7273188,362700,1150,1150,1000,750,550,250,400,250,200,50
FY21-22,15353,Diggers Rest,-37.62701651,144.7199224,65200,200,250,150,100,50,50,100,50,50,50
FY21-22,20000,Watergardens,-37.70112872,144.7741805,587400,1900,2000,1550,1100,850,300,850,450,300,50
FY21-22,20001,Keilor Plains,-37.72927934,144.7937381,277900,900,950,750,500,350,150,450,200,100,50
FY21-22,20002,St Albans,-37.74486131,144.8000505,610250,1900,1950,1700,1250,1000,250,650,600,400,50
FY21-22,20003,Ginifer,-37.75751083,144.8095734,345200,1100,1150,950,650,500,100,450,300,250,50
FY21-22,20004,Albion,-37.77765281,144.8247036,203100,650,700,550,350,250,100,300,150,100,50
FY21-22,20005,Epping,-37.65238715,145.0301217,434500,1400,1500,1100,800,600,200,450,350,450,50
FY21-22,20006,Lalor,-37.66585075,145.0171932,241700,800,800,700,450,300,150,350,200,100,50
FY21-22,20007,Thomastown,-37.68033809,145.0142789,391050,1200,1250,1150,850,600,150,500,300,250,50
FY21-22,20008,Keon Park,-37.69487012,145.0118838,174750,600,600,500,300,200,50,150,150,200,50
FY21-22,20009,Ruthven,-37.70789754,145.0095166,157350,500,500,450,350,250,100,250,100,50,50
FY21-22,20010,Reservoir,-37.71688492,145.0069958,473200,1500,1550,1300,1050,700,150,500,400,450,100
FY21-22,20011,Regent,-37.72840277,145.0027726,176100,550,600,500,350,250,50,300,100,100,50
FY21-22,20012,Preston,-37.73867424,145.000522,238850,750,750,650,600,400,50,200,200,250,50
FY21-22,20013,Bell,-37.74556212,145.000155,132450,450,450,400,250,200,50,150,100,150,50
FY21-22,20014,Thornbury,-37.75505179,144.9985715,205700,650,650,550,450,300,50,300,150,150,50
FY21-22,20015,Croxton,-37.764101,144.9970562,121300,350,400,350,300,200,50,200,100,50,50
FY21-22,20016,Northcote,-37.76986537,144.9952772,150400,500,500,400,300,250,50,150,100,200,50
FY21-22,20017,Merri,-37.77784668,144.9929725,72550,250,250,200,150,100,50,100,50,100,50
FY21-22,20019,Rushall,-37.78321711,144.9924071,69100,200,200,200,150,150,50,50,50,50,50
FY21-22,20021,Sunshine,-37.78853633,144.8328782,1235800,3950,4000,3700,2550,1850,300,1200,1050,1200,200
FY21-22,20022,Tottenham,-37.7992509,144.8629449,232450,750,800,700,450,300,50,300,200,200,50
FY21-22,20023,West Footscray,-37.8018087,144.8853248,283750,950,950,800,500,350,100,500,200,200,50
FY21-22,20024,Middle Footscray,-37.8025047,144.8914721,103450,350,350,300,250,150,50,150,100,50,50
FY21-22,20025,Footscray,-37.80108298,144.9031992,2783000,8800,9050,7900,6050,4150,450,2400,2450,3150,600
FY21-22,20026,South Kensington,-37.79953087,144.925469,159950,500,500,450,350,250,50,200,150,150,50
FY21-22,20027,Flemington Racecourse,-37.78720192,144.9075887,36550,50,50,50,400,150,50,50,50,50,50
FY21-22,20030,Broadmeadows,-37.68304926,144.9196132,447650,1400,1450,1300,950,700,100,300,400,500,100
FY21-22,20031,Jacana,-37.69513079,144.9158505,133250,400,400,400,300,250,50,150,100,50,50
FY21-22,20032,Glenroy,-37.70453633,144.9172204,317000,950,900,1100,750,600,100,250,250,200,50
FY21-22,20033,Oak Park,-37.71794973,144.9215188,237100,750,750,700,550,400,100,350,150,100,50
FY21-22,20034,Pascoe Vale,-37.73075596,144.9281956,256800,800,800,750,600,400,100,350,200,150,50
FY21-22,20035,Strathmore,-37.74359132,144.9273157,151600,500,500,400,300,200,50,250,100,100,50
FY21-22,20036,Glenbervie,-37.74720985,144.9209387,131350,400,400,400,300,200,50,200,100,50,50
FY21-22,20037,Essendon,-37.7560117,144.9161975,723050,2300,2400,1850,1600,1050,200,1000,500,650,100
FY21-22,20038,Moonee Ponds,-37.76570666,144.9191607,436200,1300,1350,1250,1100,750,100,500,350,350,100
FY21-22,20039,Ascot Vale,-37.77530609,144.9218207,241200,750,800,650,550,350,50,400,150,150,50
FY21-22,20040,Newmarket,-37.78732767,144.9289785,339600,1050,1100,900,800,550,50,400,300,250,50
FY21-22,20041,Kensington,-37.79378022,144.9305244,242300,750,800,650,550,400,50,300,200,200,50
FY21-22,20042,Box Hill,-37.81922165,145.1214289,1387500,4400,4550,3850,2850,2100,250,1250,1250,1600,300
FY21-22,40220,Roxburgh Park,-37.63823121,144.9354037,280200,900,900,800,550,400,100,400,200,150,50
FY21-22,40221,Craigieburn,-37.6018169,144.9433203,696300,2200,2250,1950,1550,1100,450,1000,500,250,50
FY21-22,44817,Coolaroo,-37.66100253,144.9260556,114400,350,350,350,250,200,50,150,100,50,50
FY21-22,45793,Lynbrook,-38.05734118,145.2492751,203150,700,750,450,300,200,150,400,150,100,50
FY21-22,45794,Cardinia Road,-38.07129047,145.437791,194800,650,700,500,300,200,150,300,150,100,50
FY21-22,45795,South Morang,-37.6491588,145.0670324,347300,1050,1100,1000,800,550,150,400,250,250,50
FY21-22,46468,Williams Landing,-37.86986533,144.7474447,633400,2150,2250,1850,1000,700,300,1150,450,250,50
FY21-22,52095,Southland,-37.958758,145.049124,298200,850,800,1000,850,650,50,100,250,350,50
FY21-22,52159,Middle Gorge,-37.644062,145.09214,115350,400,450,200,150,100,50,150,50,200,50
FY21-22,52160,Hawkstowe,-37.622992,145.097396,87950,300,300,250,150,100,50,150,50,50,50
FY21-22,52161,Mernda,-37.602549,145.100883,447850,1400,1500,1200,900,650,250,750,300,150,50
FY21-22,19841,Flagstaff,-37.81198131,144.9556538,1681700,6100,6450,4900,1650,1100,100,400,1100,4300,550
FY21-22,19842,Melbourne Central,-37.80993877,144.9625935,5491300,17600,18050,16050,10850,7900,200,850,4150,9900,2900
FY21-22,19843,Parliament,-37.81105406,144.9729109,2911250,10300,10800,8400,3750,2300,100,450,2000,7000,1300
FY21-22,19854,Flinders Street,-37.81830513,144.9669643,11392850,33600,33900,32500,29900,21550,900,2300,7050,17650,6000
FY21-22,19908,Richmond,-37.82407446,144.9901643,1966800,4650,4750,4300,7350,5750,100,550,700,2100,1250
FY21-22,19973,North Melbourne,-37.80630984,144.9415102,703500,2150,2250,1850,1750,1250,50,350,500,1100,200
FY21-22,19979,Jolimont,-37.81652702,144.9840983,473600,950,1050,800,1950,1650,50,100,150,450,300
FY21-22,22180,Southern Cross,-37.81793643,144.9514112,6187150,19350,19900,17350,12800,10250,350,1500,3850,11650,2550
FY21-22,20028,Showgrounds,-37.7835,144.915,8350,50,50,50,100,50,50,50,50,50,50
